"id","health","partyid","age","sex","sexornt","educ","marital","race","income"
702,"good","dem",69,"female","hetero",13,"no longer married","black",NA
704,"good","dem",53,"female","bisexual/other",9,"never married","white",11.25
705,"fair","rep",46,"female","hetero",14,"married","white",NA
706,"good","dem",56,"female","bisexual/other",12,"no longer married","white",82.5
708,"excellent","other",33,"male","bisexual/other",12,"never married","white",82.5
710,"good","other",89,"female","bisexual/other",12,"no longer married","white",NA
711,"fair","other",19,"male","bisexual/other",9,"never married","white",NA
712,"excellent","dem",26,"male","hetero",16,"never married","black",4.5
713,"excellent","rep",28,"female","bisexual/other",18,"no longer married","white",37.5
714,"fair","dem",70,"male","hetero",12,"no longer married","white",NA
715,"good","dem",38,"female","hetero",11,"married","black",21.25
716,"excellent","rep",39,"male","hetero",18,"married","white",140
717,"good","dem",19,"male","hetero",13,"never married","other",NA
719,"excellent","dem",47,"female","bisexual/other",18,"married","white",140
720,"excellent","dem",46,"male","bisexual/other",18,"married","white",82.5
721,"excellent","rep",19,"female","hetero",11,"never married","white",2
723,"good","dem",38,"female","hetero",15,"married","white",NA
724,"excellent","other",24,"male","hetero",16,"never married","black",NA
725,"fair","dem",54,"female","bisexual/other",12,"never married","black",NA
728,"good","dem",25,"male","bisexual/other",14,"never married","black",5.5
729,"fair","dem",59,"male","bisexual/other",12,"no longer married","black",55
731,"excellent","dem",28,"female","bisexual/other",14,"married","black",32.5
732,"good","dem",40,"female","bisexual/other",13,"never married","black",11.25
734,"good","rep",50,"male","bisexual/other",10,"married","white",82.5
735,"good","dem",20,"female","bisexual/other",16,"never married","white",7.5
736,"good","dem",43,"male","hetero",14,"married","white",67.5
737,"good","rep",68,"female","hetero",16,"married","white",NA
738,"excellent","rep",18,"male","hetero",12,"never married","white",2
739,"excellent","dem",54,"female","hetero",14,"married","black",NA
741,"good","dem",28,"female","hetero",12,"married","white",27.5
742,"fair","dem",46,"male","hetero",16,"never married","black",55
744,"poor","rep",65,"female","bisexual/other",12,"no longer married","white",45
745,"good","rep",18,"male","hetero",12,"never married","white",NA
746,"good","dem",57,"female","bisexual/other",14,"married","black",45
748,"excellent","dem",25,"female","hetero",12,"never married","black",16.25
749,"good","dem",30,"male","hetero",12,"never married","black",55
750,"poor","dem",37,"female","bisexual/other",13,"never married","black",NA
751,"good","dem",68,"female","hetero",12,"married","white",NA
754,"fair","dem",23,"male","hetero",12,"never married","other",23.75
755,"excellent","other",27,"male","bisexual/other",18,"never married","white",32.5
756,"good","other",19,"male","hetero",11,"never married","white",NA
757,"good","dem",54,"male","bisexual/other",20,"married","white",82.5
758,"excellent","dem",34,"female","gay",16,"married","white",5.5
759,"fair","dem",89,"female","bisexual/other",18,"no longer married","white",NA
760,"excellent","dem",34,"male","bisexual/other",14,"married","other",45
762,"excellent","dem",36,"female","bisexual/other",16,"married","white",100
764,"good","other",44,"female","bisexual/other",16,"married","other",3.5
765,"excellent","rep",44,"male","bisexual/other",15,"no longer married","white",200
766,"fair","dem",43,"male","hetero",18,"never married","white",140
767,"good","dem",77,"female","bisexual/other",17,"no longer married","white",NA
768,"fair","other",43,"male","bisexual/other",9,"no longer married","white",NA
769,"fair","rep",36,"male","hetero",12,"no longer married","white",27.5
770,"good","dem",30,"male","hetero",16,"never married","white",11.25
772,"good","rep",89,"female","bisexual/other",16,"no longer married","white",NA
773,"poor","other",62,"male","bisexual/other",12,"never married","white",NA
774,"good","other",76,"female","bisexual/other",14,"no longer married","white",NA
775,"good","dem",51,"female","hetero",14,"married","white",45
776,"good","dem",27,"female","hetero",14,"never married","white",16.25
777,"excellent","other",73,"male","bisexual/other",14,"married","white",NA
778,"excellent","rep",28,"male","hetero",8,"never married","white",82.5
779,"good","dem",34,"male","hetero",16,"married","white",45
781,"good","dem",35,"female","hetero",16,"married","white",45
783,"excellent","rep",82,"female","hetero",13,"no longer married","white",NA
784,"good","dem",52,"female","bisexual/other",17,"no longer married","white",16.25
786,"excellent","rep",46,"female","bisexual/other",15,"married","white",37.5
787,"excellent","rep",33,"female","hetero",12,"married","white",11.25
788,"excellent","rep",23,"female","bisexual/other",8,"never married","other",13.75
789,"good","other",48,"male","bisexual/other",12,"married","white",82.5
790,"good","dem",55,"male","bisexual/other",14,"no longer married","white",67.5
791,"good","dem",56,"female","bisexual/other",12,"no longer married","white",NA
792,"good","rep",74,"female","hetero",16,"married","white",NA
793,"fair","rep",28,"female","bisexual/other",12,"never married","white",37.5
794,"good","other",24,"female","bisexual/other",NA,"married","black",21.25
796,"good","dem",74,"female","hetero",15,"no longer married","black",NA
798,"fair","dem",29,"female","bisexual/other",15,"married","black",11.25
800,"good","dem",73,"male","bisexual/other",15,"never married","white",NA
801,"excellent","dem",65,"male","bisexual/other",3,"married","other",23.75
803,"good","other",22,"female","bisexual/other",12,"never married","other",5.5
805,"poor","dem",48,"male","bisexual/other",7,"married","other",21.25
807,"excellent","dem",49,"female","bisexual/other",16,"married","white",140
808,"good","dem",39,"male","hetero",12,"married","other",55
809,"fair","dem",45,"female","hetero",16,"no longer married","other",27.5
811,"good","dem",32,"male","hetero",16,"never married","white",45
812,"good","dem",39,"male","hetero",18,"never married","white",37.5
816,"poor","dem",46,"female","bisexual/other",12,"no longer married","white",21.25
817,"good","rep",63,"male","bisexual/other",12,"never married","white",NA
818,"good","other",26,"male","hetero",12,"never married","black",NA
820,"excellent","dem",19,"male","hetero",12,"never married","black",6.5
822,"fair","dem",64,"male","bisexual/other",16,"married","black",NA
823,"fair","rep",25,"male","hetero",15,"never married","white",7.5
825,"good","other",41,"female","hetero",14,"married","white",NA
827,"good","rep",40,"male","bisexual/other",12,"no longer married","white",NA
828,"fair","rep",64,"male","bisexual/other",16,"married","white",140
829,"good","rep",56,"female","hetero",16,"no longer married","white",82.5
831,"good","dem",50,"male","hetero",16,"married","white",140
832,"good","other",69,"male","hetero",13,"no longer married","white",NA
835,"good","rep",38,"female","hetero",19,"no longer married","white",55
838,"good","other",34,"male","bisexual/other",12,"married","other",NA
841,"fair","other",47,"female","bisexual/other",9,"married","other",5.5
842,"good","dem",50,"female","hetero",14,"never married","white",13.75
844,"good","dem",63,"female","bisexual/other",15,"no longer married","white",NA
845,"fair","rep",56,"male","hetero",14,"married","white",67.5
846,"excellent","rep",18,"female","bisexual/other",12,"never married","white",NA
847,"good","other",25,"male","hetero",12,"married","other",32.5
849,"fair","dem",58,"male","bisexual/other",14,"no longer married","white",11.25
850,"excellent","dem",39,"female","hetero",14,"married","white",37.5
852,"excellent","other",25,"male","hetero",12,"never married","other",45
854,"good","other",53,"female","bisexual/other",17,"no longer married","other",82.5
855,"good","dem",57,"male","bisexual/other",14,"never married","white",67.5
856,"good","rep",53,"female","hetero",14,"married","white",55
857,"good","rep",63,"male","bisexual/other",16,"married","white",NA
858,"good","rep",62,"female","hetero",16,"married","white",NA
860,"good","dem",70,"male","hetero",12,"no longer married","black",NA
862,"excellent","other",64,"female","bisexual/other",16,"married","white",0.5
863,"good","other",32,"male","hetero",13,"married","white",NA
864,"good","rep",27,"female","hetero",16,"never married","white",18.75
866,"good","rep",27,"female","bisexual/other",12,"married","white",2
867,"poor","other",31,"male","hetero",15,"never married","white",2
868,"good","rep",79,"female","hetero",13,"married","white",NA
870,"fair","dem",29,"female","bisexual/other",15,"married","white",13.75
871,"good","other",42,"female","hetero",8,"never married","black",NA
873,"fair","rep",52,"female","bisexual/other",16,"married","white",13.75
874,"excellent","dem",78,"male","bisexual/other",16,"married","white",NA
875,"excellent","rep",77,"male","hetero",12,"married","white",16.25
877,"excellent","rep",45,"male","bisexual/other",16,"married","white",67.5
880,"excellent","dem",49,"female","bisexual/other",17,"married","white",67.5
883,"poor","other",25,"female","bisexual/other",14,"never married","white",NA
885,"excellent","rep",48,"female","bisexual/other",16,"married","white",67.5
886,"good","rep",53,"female","hetero",12,"no longer married","white",21.25
888,"good","other",84,"female","bisexual/other",12,"no longer married","white",NA
889,"fair","dem",83,"female","hetero",14,"no longer married","white",NA
891,"good","rep",64,"male","hetero",12,"never married","white",NA
892,"good","dem",63,"female","bisexual/other",16,"no longer married","white",32.5
893,"poor","dem",70,"female","hetero",12,"no longer married","white",NA
894,"good","dem",21,"male","hetero",15,"never married","black",NA
896,"good","dem",56,"male","bisexual/other",13,"no longer married","black",67.5
897,"excellent","dem",27,"male","bisexual/other",16,"never married","black",27.5
898,"good","dem",53,"female","hetero",12,"married","white",NA
900,"good","dem",44,"male","bisexual/other",12,"no longer married","white",100
901,"fair","dem",68,"female","hetero",11,"married","white",NA
903,"good","rep",57,"male","hetero",12,"no longer married","white",32.5
905,"fair","other",42,"female","bisexual/other",13,"never married","black",3.5
906,"good","other",25,"male","hetero",13,"never married","black",NA
908,"fair","other",66,"female","bisexual/other",12,"never married","black",NA
909,"excellent","other",74,"male","bisexual/other",14,"no longer married","black",NA
910,"good","other",69,"female","bisexual/other",20,"no longer married","other",NA
912,"poor","dem",69,"male","bisexual/other",14,"no longer married","black",23.75
916,"good","dem",32,"female","bisexual/other",14,"married","white",27.5
917,"fair","other",19,"female","bisexual/other",11,"never married","white",NA
919,"good","other",69,"male","hetero",14,"no longer married","white",NA
921,"poor","other",69,"female","bisexual/other",20,"no longer married","white",NA
922,"poor","other",43,"male","bisexual/other",12,"never married","white",32.5
924,"good","rep",44,"female","bisexual/other",16,"married","white",NA
925,"good","dem",58,"male","bisexual/other",16,"no longer married","white",140
927,"good","rep",49,"female","bisexual/other",17,"married","white",NA
929,"good","rep",59,"female","hetero",20,"married","white",32.5
930,"good","dem",68,"male","bisexual/other",14,"no longer married","white",NA
932,"fair","rep",67,"male","hetero",18,"married","white",NA
933,"good","rep",70,"male","bisexual/other",19,"married","white",NA
934,"excellent","rep",61,"female","hetero",16,"married","white",32.5
936,"excellent","dem",67,"male","hetero",16,"married","white",NA
937,"excellent","other",39,"male","bisexual/other",17,"married","white",120
938,"good","rep",48,"female","hetero",18,"married","white",82.5
939,"excellent","rep",19,"female","bisexual/other",13,"never married","white",2
942,"good","dem",20,"male","hetero",11,"never married","white",NA
944,"fair","other",44,"female","bisexual/other",11,"married","white",NA
945,"fair","other",59,"male","hetero",12,"married","black",55
947,"good","rep",46,"female","bisexual/other",18,"married","white",NA
948,"good","other",55,"male","hetero",15,"married","other",23.75
950,"good","other",23,"female","bisexual/other",14,"never married","white",NA
952,"fair","rep",76,"female","bisexual/other",17,"no longer married","white",NA
953,"good","dem",45,"male","hetero",14,"no longer married","white",55
954,"fair","other",40,"female","hetero",9,"never married","white",NA
955,"good","rep",77,"female","bisexual/other",12,"no longer married","white",NA
956,"fair","dem",74,"male","gay",18,"never married","white",NA
958,"poor","dem",70,"male","bisexual/other",9,"married","white",NA
959,"fair","dem",61,"male","hetero",12,"married","white",0.5
961,"fair","other",38,"male","bisexual/other",14,"married","white",32.5
962,"good","rep",25,"female","hetero",16,"never married","white",32.5
964,"good","rep",75,"female","hetero",16,"no longer married","white",NA
966,"good","rep",45,"male","bisexual/other",14,"married","white",NA
967,"good","rep",26,"female","hetero",14,"never married","other",7.5
968,"good","dem",40,"male","bisexual/other",14,"never married","black",55
969,"good","other",26,"female","hetero",12,"no longer married","black",100
971,"good","rep",32,"male","hetero",16,"married","white",67.5
974,"good","other",27,"female","hetero",14,"never married","black",23.75
975,"good","dem",34,"male","bisexual/other",12,"never married","white",45
976,"good","rep",37,"female","hetero",16,"married","white",NA
977,"good","rep",41,"male","hetero",16,"married","white",120
979,"good","dem",43,"male","bisexual/other",18,"never married","white",NA
980,"good","rep",42,"male","hetero",18,"married","white",82.5
982,"good","dem",43,"female","bisexual/other",16,"married","white",45
983,"poor","rep",41,"male","gay",18,"never married","white",NA
984,"excellent","dem",77,"male","bisexual/other",13,"never married","other",NA
986,"good","rep",50,"female","bisexual/other",20,"never married","white",100
987,"excellent","rep",25,"male","bisexual/other",17,"never married","white",5.5
989,"poor","rep",60,"female","hetero",13,"married","white",0.5
991,"good","other",38,"female","bisexual/other",12,"married","other",NA
993,"fair","dem",34,"male","bisexual/other",16,"never married","white",7.5
995,"good","other",34,"female","bisexual/other",12,"never married","white",45
996,"fair","other",34,"female","hetero",15,"never married","white",16.25
997,"good","other",40,"female","hetero",14,"never married","white",NA
999,"good","dem",23,"female","bisexual/other",13,"never married","white",13.75
1000,"good","rep",24,"female","bisexual/other",12,"never married","white",37.5
1003,"good","rep",84,"male","hetero",16,"married","white",NA
1004,"good","dem",42,"female","hetero",16,"no longer married","white",11.25
1007,"excellent","dem",61,"male","hetero",16,"no longer married","black",45
1008,"excellent","dem",37,"female","hetero",16,"married","white",82.5
1011,"fair","dem",39,"female","bisexual/other",14,"no longer married","white",18.75
1012,"excellent","rep",26,"female","hetero",13,"never married","black",27.5
1014,"excellent","rep",51,"female","bisexual/other",16,"married","white",82.5
1016,"good","rep",61,"male","hetero",14,"married","white",45
1017,"excellent","rep",19,"female","bisexual/other",13,"never married","white",3.5
1019,"fair","dem",30,"male","bisexual/other",13,"married","other",32.5
1020,"fair","dem",60,"female","hetero",18,"never married","white",NA
1023,"good","dem",75,"female","bisexual/other",12,"no longer married","black",NA
1024,"poor","dem",35,"female","hetero",10,"married","white",NA
1025,"good","rep",34,"male","bisexual/other",16,"married","white",200
1027,"fair","rep",55,"male","bisexual/other",12,"no longer married","white",140
1028,"good","dem",86,"male","hetero",16,"no longer married","white",NA
1029,"excellent","rep",54,"male","bisexual/other",12,"never married","white",45
1031,"excellent","rep",55,"male","bisexual/other",12,"never married","white",100
1032,"good","dem",58,"female","hetero",14,"no longer married","white",NA
1033,"good","rep",54,"male","hetero",15,"no longer married","white",55
1034,"fair","rep",31,"female","bisexual/other",16,"no longer married","white",37.5
1035,"good","rep",51,"male","bisexual/other",15,"never married","white",2
1037,"fair","dem",86,"female","hetero",12,"no longer married","white",NA
1039,"fair","other",26,"male","bisexual/other",12,"never married","black",NA
1040,"good","dem",37,"female","bisexual/other",18,"married","white",82.5
1041,"fair","rep",45,"male","bisexual/other",16,"no longer married","white",200
1042,"good","dem",70,"female","bisexual/other",14,"married","black",NA
1043,"excellent","dem",43,"male","bisexual/other",20,"married","other",67.5
1045,"good","dem",42,"female","bisexual/other",17,"never married","other",27.5
1046,"good","dem",86,"female","bisexual/other",14,"no longer married","white",NA
1047,"good","rep",72,"female","hetero",12,"no longer married","white",NA
1048,"good","dem",55,"female","hetero",18,"no longer married","white",0.5
1049,"fair","dem",69,"male","hetero",11,"no longer married","black",NA
1051,"fair","dem",68,"male","bisexual/other",10,"no longer married","black",NA
1053,"good","dem",18,"female","bisexual/other",12,"never married","white",NA
1055,"good","rep",66,"female","hetero",12,"married","white",NA
1056,"poor","dem",66,"male","bisexual/other",13,"no longer married","white",NA
1057,"good","rep",21,"male","hetero",9,"never married","white",13.75
1059,"good","other",29,"male","bisexual/other",13,"married","white",NA
1061,"good","rep",65,"male","bisexual/other",12,"no longer married","white",11.25
1062,"fair","other",53,"male","bisexual/other",11,"no longer married","white",0.5
1063,"excellent","rep",32,"female","bisexual/other",14,"married","white",NA
1065,"fair","dem",58,"male","bisexual/other",12,"married","other",21.25
1066,"fair","rep",44,"female","hetero",15,"no longer married","white",67.5
1068,"excellent","rep",51,"male","hetero",15,"no longer married","white",67.5
1069,"good","rep",53,"female","bisexual/other",13,"no longer married","other",55
1070,"good","dem",44,"female","hetero",14,"never married","black",11.25
1074,"good","dem",65,"female","bisexual/other",13,"no longer married","black",0.5
1075,"good","rep",37,"female","hetero",14,"married","white",27.5
1078,"excellent","dem",49,"female","bisexual/other",16,"married","white",55
1079,"excellent","rep",41,"male","hetero",8,"never married","white",NA
1080,"good","dem",72,"male","bisexual/other",14,"married","white",NA
1081,"excellent","other",42,"male","hetero",12,"no longer married","white",32.5
1082,"good","dem",24,"male","bisexual/other",13,"never married","white",32.5
1084,"excellent","other",33,"female","hetero",13,"married","white",27.5
1085,"good","dem",69,"female","hetero",9,"no longer married","white",13.75
1087,"good","dem",71,"female","bisexual/other",9,"married","white",NA
1088,"good","rep",22,"female","hetero",16,"never married","white",NA
1091,"good","rep",61,"male","bisexual/other",16,"married","white",100
1092,"good","rep",39,"male","hetero",18,"married","other",100
1094,"fair","rep",71,"male","bisexual/other",16,"no longer married","white",NA
1095,"good","rep",60,"female","hetero",12,"married","white",82.5
1096,"good","dem",47,"male","hetero",17,"no longer married","white",55
1097,"good","dem",33,"male","gay",14,"married","white",45
1098,"good","dem",29,"male","bisexual/other",17,"never married","white",32.5
1099,"good","other",60,"female","bisexual/other",13,"no longer married","black",45
1100,"fair","other",27,"female","bisexual/other",13,"never married","black",27.5
1101,"fair","other",30,"male","bisexual/other",9,"never married","white",5.5
1102,"poor","dem",24,"female","bisexual/other",13,"never married","white",2
1104,"poor","rep",19,"male","bisexual/other",12,"never married","white",NA
1105,"fair","rep",55,"male","hetero",11,"never married","white",45
1107,"good","dem",50,"male","bisexual/other",13,"married","black",82.5
1108,"good","rep",70,"male","hetero",17,"married","white",21.25
1109,"good","dem",65,"male","bisexual/other",18,"no longer married","white",NA
1110,"good","dem",28,"female","hetero",16,"married","white",NA
1111,"good","dem",57,"female","bisexual/other",12,"married","white",37.5
1113,"excellent","other",18,"female","bisexual/other",12,"never married","white",NA
1115,"good","other",41,"male","bisexual/other",12,"married","white",0.5
1117,"good","dem",32,"female","bisexual/other",15,"never married","black",23.75
1119,"good","other",30,"female","bisexual/other",12,"never married","black",27.5
1120,"fair","dem",66,"female","hetero",12,"no longer married","white",NA
1122,"good","other",22,"female","bisexual/other",12,"never married","other",6.5
1123,"good","dem",31,"male","bisexual/other",16,"never married","white",32.5
1125,"good","rep",21,"male","bisexual/other",15,"never married","white",4.5
1126,"fair","dem",29,"male","hetero",16,"married","white",45
1128,"excellent","dem",21,"female","hetero",15,"never married","other",3.5
1130,"good","rep",22,"male","bisexual/other",16,"never married","white",67.5
1131,"fair","dem",23,"male","hetero",13,"never married","black",NA
1132,"fair","dem",21,"male","bisexual/other",14,"never married","white",NA
1133,"excellent","dem",21,"male","hetero",15,"never married","white",2
1135,"excellent","rep",63,"male","hetero",20,"married","white",45
1136,"good","rep",86,"female","bisexual/other",12,"no longer married","white",NA
1137,"good","rep",40,"male","hetero",8,"married","white",55
1139,"fair","rep",64,"female","hetero",12,"no longer married","white",NA
1140,"fair","dem",72,"female","bisexual/other",20,"no longer married","white",200
1143,"good","other",33,"male","bisexual/other",12,"never married","white",21.25
1144,"excellent","other",76,"male","hetero",14,"no longer married","white",NA
1146,"excellent","rep",23,"female","hetero",16,"never married","black",21.25
1148,"excellent","dem",29,"female","bisexual/other",12,"never married","other",NA
1149,"fair","other",23,"male","hetero",11,"no longer married","white",16.25
1151,"fair","other",58,"male","bisexual/other",9,"married","other",82.5
1152,"fair","dem",86,"male","hetero",13,"no longer married","white",NA
1154,"fair","dem",50,"male","bisexual/other",12,"married","black",23.75
1156,"good","dem",41,"female","bisexual/other",16,"no longer married","other",55
1157,"excellent","other",22,"male","hetero",14,"never married","other",18.75
1159,"fair","dem",87,"female","bisexual/other",12,"no longer married","black",NA
1161,"excellent","rep",18,"female","bisexual/other",11,"never married","white",NA
1164,"good","rep",51,"female","bisexual/other",20,"married","white",200
1165,"good","other",67,"male","hetero",16,"married","white",120
1167,"good","rep",70,"male","bisexual/other",16,"no longer married","white",NA
1169,"fair","rep",71,"female","hetero",12,"married","white",NA
1170,"good","rep",34,"male","bisexual/other",16,"married","white",100
1171,"good","other",86,"male","bisexual/other",16,"no longer married","white",55
1173,"poor","other",47,"male","bisexual/other",12,"no longer married","white",0.5
1174,"fair","dem",33,"female","hetero",18,"married","black",67.5
1176,"good","rep",57,"female","bisexual/other",12,"married","white",37.5
1178,"fair","dem",65,"female","bisexual/other",12,"no longer married","white",NA
1179,"fair","rep",69,"male","hetero",12,"never married","white",NA
1181,"good","dem",35,"male","hetero",13,"married","white",55
1182,"poor","rep",37,"male","bisexual/other",13,"never married","white",27.5
1183,"good","rep",51,"female","hetero",12,"married","white",160
1185,"excellent","rep",49,"female","bisexual/other",16,"married","white",NA
1186,"good","dem",68,"female","hetero",16,"married","white",NA
1188,"poor","dem",74,"male","hetero",12,"no longer married","white",NA
1190,"good","rep",46,"female","bisexual/other",16,"married","white",67.5
1191,"good","rep",51,"female","hetero",14,"married","white",27.5
1193,"good","rep",43,"male","bisexual/other",14,"never married","white",200
1194,"poor","dem",74,"female","bisexual/other",11,"no longer married","white",NA
1196,"fair","rep",85,"male","hetero",12,"married","white",NA
1197,"fair","dem",49,"male","hetero",16,"no longer married","white",45
1198,"fair","rep",46,"female","bisexual/other",12,"married","white",NA
1199,"excellent","dem",37,"female","hetero",17,"married","white",NA
1200,"fair","other",41,"female","bisexual/other",11,"no longer married","white",7.5
1201,"good","dem",22,"male","hetero",12,"married","white",23.75
1203,"excellent","other",73,"female","hetero",16,"married","white",NA
1204,"good","rep",34,"female","bisexual/other",16,"married","white",32.5
1205,"good","dem",87,"male","bisexual/other",14,"no longer married","white",NA
1207,"good","other",31,"female","hetero",14,"no longer married","white",NA
1209,"fair","rep",69,"male","bisexual/other",12,"no longer married","white",NA
1210,"good","rep",77,"male","hetero",12,"never married","white",NA
1211,"good","rep",52,"male","bisexual/other",13,"no longer married","white",NA
1213,"fair","dem",52,"male","bisexual/other",12,"never married","white",27.5
1214,"excellent","dem",38,"female","bisexual/other",16,"never married","other",100
1215,"poor","rep",55,"male","hetero",11,"no longer married","other",3.5
1217,"good","other",50,"female","bisexual/other",14,"married","white",27.5
1218,"excellent","dem",25,"female","hetero",12,"never married","white",NA
1219,"good","other",28,"male","hetero",12,"married","white",27.5
1220,"poor","dem",76,"male","hetero",16,"no longer married","white",NA
1221,"excellent","rep",52,"male","bisexual/other",16,"married","white",200
1222,"fair","rep",22,"male","hetero",12,"never married","white",37.5
1225,"fair","dem",63,"female","hetero",14,"married","white",37.5
1227,"fair","dem",43,"female","gay",11,"married","white",NA
1228,"good","rep",25,"female","bisexual/other",13,"never married","white",27.5
1229,"fair","rep",39,"male","bisexual/other",10,"married","white",32.5
1231,"fair","rep",39,"female","bisexual/other",12,"no longer married","white",37.5
1232,"good","dem",34,"female","bisexual/other",12,"never married","black",NA
1234,"fair","rep",35,"male","bisexual/other",16,"never married","white",23.75
1235,"fair","dem",24,"female","gay",17,"never married","white",NA
1237,"excellent","dem",21,"male","bisexual/other",14,"never married","white",NA
1238,"good","rep",30,"male","hetero",15,"never married","white",37.5
1242,"excellent","dem",80,"female","bisexual/other",18,"no longer married","white",NA
1243,"excellent","rep",27,"female","gay",16,"never married","white",18.75
1245,"fair","other",44,"female","bisexual/other",12,"no longer married","white",11.25
1247,"excellent","dem",22,"male","hetero",13,"never married","black",NA
1249,"good","dem",33,"female","hetero",9,"never married","white",3.5
1251,"fair","rep",43,"male","bisexual/other",13,"never married","other",NA
1252,"good","dem",32,"female","bisexual/other",12,"married","other",0.5
1253,"good","dem",62,"female","bisexual/other",16,"no longer married","white",NA
1254,"good","other",53,"female","bisexual/other",12,"married","white",21.25
1257,"good","dem",18,"female","bisexual/other",12,"never married","white",NA
1258,"good","dem",64,"male","bisexual/other",12,"no longer married","white",27.5
1259,"good","dem",22,"male","hetero",12,"never married","white",NA
1261,"excellent","dem",31,"female","bisexual/other",16,"never married","white",55
1263,"good","dem",32,"female","bisexual/other",16,"married","white",27.5
1264,"excellent","dem",69,"male","hetero",16,"married","white",NA
1267,"good","other",60,"female","bisexual/other",15,"no longer married","white",37.5
1269,"good","dem",41,"female","bisexual/other",14,"never married","other",45
1271,"good","rep",77,"female","bisexual/other",14,"no longer married","white",NA
1272,"excellent","rep",57,"male","hetero",10,"no longer married","white",18.75
1273,"fair","dem",26,"male","hetero",15,"never married","white",NA
1275,"excellent","dem",24,"male","bisexual/other",16,"never married","white",55
1277,"good","dem",39,"female","bisexual/other",3,"no longer married","other",3.5
1278,"excellent","dem",30,"female","hetero",20,"married","white",23.75
1280,"good","other",31,"female","bisexual/other",12,"never married","white",NA
1281,"excellent","dem",36,"female","hetero",16,"married","white",55
1283,"excellent","dem",39,"female","bisexual/other",16,"married","white",45
1285,"good","rep",55,"male","hetero",12,"no longer married","white",55
1287,"good","dem",31,"male","hetero",18,"married","white",32.5
1289,"excellent","dem",68,"female","hetero",14,"no longer married","white",NA
1291,"good","dem",60,"female","bisexual/other",20,"never married","white",16.25
1292,"good","rep",30,"male","hetero",12,"never married","white",21.25
1294,"fair","dem",61,"male","hetero",12,"no longer married","white",0.5
1296,"good","other",41,"male","bisexual/other",9,"never married","white",NA
1297,"good","dem",64,"male","hetero",14,"never married","white",NA
1299,"fair","other",22,"male","hetero",11,"never married","black",NA
1301,"good","dem",56,"male","gay",16,"never married","white",82.5
1302,"excellent","dem",30,"female","bisexual/other",15,"married","white",55
1303,"fair","dem",89,"female","hetero",14,"no longer married","white",NA
1305,"good","other",55,"male","hetero",12,"no longer married","white",55
1306,"excellent","dem",67,"female","bisexual/other",18,"never married","white",NA
1307,"good","other",61,"female","hetero",12,"married","white",NA
1309,"good","dem",30,"male","hetero",16,"never married","black",NA
1311,"excellent","dem",41,"male","bisexual/other",13,"no longer married","black",45
1312,"poor","dem",67,"female","bisexual/other",8,"never married","black",13.75
1313,"good","dem",62,"male","bisexual/other",12,"no longer married","white",NA
1314,"good","dem",36,"female","bisexual/other",14,"no longer married","black",27.5
1316,"good","dem",65,"female","bisexual/other",16,"married","white",37.5
1318,"excellent","rep",23,"male","hetero",16,"never married","white",NA
1320,"good","rep",47,"female","bisexual/other",16,"married","white",13.75
1321,"good","rep",75,"female","hetero",12,"no longer married","white",NA
1322,"good","rep",24,"male","hetero",12,"married","white",67.5
1323,"excellent","rep",42,"male","bisexual/other",13,"married","white",100
1324,"poor","other",29,"female","bisexual/other",12,"never married","white",NA
1326,"good","dem",89,"female","bisexual/other",10,"no longer married","black",NA
1327,"fair","dem",76,"female","bisexual/other",12,"married","white",NA
1328,"good","dem",36,"female","hetero",12,"married","white",27.5
1329,"good","rep",77,"female","bisexual/other",12,"married","white",NA
1331,"good","other",72,"male","bisexual/other",12,"no longer married","white",NA
1332,"good","dem",39,"female","hetero",17,"married","white",11.25
1333,"fair","rep",71,"female","bisexual/other",12,"married","white",NA
1336,"excellent","other",35,"male","hetero",3,"married","other",16.25
1338,"excellent","dem",49,"male","bisexual/other",16,"no longer married","white",100
1340,"good","dem",36,"female","bisexual/other",3,"married","other",NA
1341,"poor","rep",71,"male","hetero",10,"married","white",NA
1343,"excellent","rep",57,"male","bisexual/other",14,"no longer married","white",23.75
1344,"fair","other",24,"female","hetero",12,"married","white",0.5
1345,"good","rep",47,"female","bisexual/other",13,"no longer married","white",NA
1346,"excellent","rep",23,"male","hetero",13,"never married","white",32.5
1347,"good","rep",46,"male","bisexual/other",14,"no longer married","white",100
1349,"good","other",50,"female","hetero",18,"married","white",45
1351,"good","rep",20,"male","hetero",13,"never married","white",NA
1352,"good","rep",49,"female","bisexual/other",15,"married","white",67.5
1354,"fair","other",29,"male","bisexual/other",12,"married","white",32.5
1356,"fair","dem",29,"female","bisexual/other",20,"never married","other",NA
1357,"good","dem",21,"male","hetero",14,"never married","white",NA
1359,"good","dem",34,"female","bisexual/other",18,"married","white",NA
1361,"fair","rep",21,"male","bisexual/other",14,"never married","white",NA
1362,"excellent","rep",22,"male","hetero",15,"never married","white",NA
1363,"fair","other",38,"male","bisexual/other",12,"never married","white",4.5
1364,"good","other",70,"male","hetero",12,"married","white",16.25
1366,"fair","dem",75,"female","bisexual/other",10,"married","white",NA
1367,"fair","rep",56,"male","hetero",12,"married","white",11.25
1369,"good","dem",39,"female","bisexual/other",12,"married","white",NA
1370,"good","rep",54,"female","hetero",14,"married","white",23.75
1372,"good","rep",60,"male","bisexual/other",14,"married","white",67.5
