rating,review_count,isbn,booktype,author_url,year,dir,rating_count,name,author,genres
3.9,2172,1442402008,good_reads:book,https://www.goodreads.com/author/show/3165706.Kelly_Creagh,2010,dir15/7129598-nevermore.html,19925,"Nevermore (Nevermore, #1)",Kelly_Creagh,young-adult|fantasy|paranormal|fantasy|romance|romance|paranormal-romance|fantasy|supernatural|horror|fantasy|urban-fantasy|paranormal|ghosts|fiction
3.77,4448,1416953574,good_reads:book,https://www.goodreads.com/author/show/767547.Lisa_McMann,2008,dir15/1661957.Wake.html,58747,"Wake (Dream Catcher, #1)",Lisa_McMann,young-adult|fantasy|paranormal|fantasy|romance|fiction|fantasy|supernatural|mystery|young-adult|teen|fantasy|urban-fantasy|romance|paranormal-romance
3.72,2423,0312861877,good_reads:book,https://www.goodreads.com/author/show/589.Orson_Scott_Card,1991,dir15/8648.Xenocide.html,81112,"Xenocide (The Ender Quintet, #3)",Orson_Scott_Card,science-fiction|fiction|fantasy|science-fiction-fantasy|young-adult|space|science-fiction|aliens|speculative-fiction|adult|novels
3.86,1510,0385333870,good_reads:book,https://www.goodreads.com/author/show/2778055.Kurt_Vonnegut,1985,dir15/9593.Gal_pagos.html,39566,GalÃ¡pagos,Kurt_Vonnegut,science-fiction|literature|humor|novels|fiction|literature|american
3.46,1716,0140447571,good_reads:book,https://www.goodreads.com/author/show/7084.Karl_Marx,1848,dir15/30474.The_Communist_Manifesto.html,44797,The Communist Manifesto,Karl_Marx,philosophy|non-fiction|politics|classics|history|economics|sociology|politics|political-science|academic|school|european-literature|german-literature
4.24,876,0552152676,good_reads:book,https://www.goodreads.com/author/show/1654.Terry_Pratchett,2005,dir15/62530.Thud_.html,34233,"Thud! (Discworld, #34)",Terry_Pratchett,fantasy|fiction|humor|humor|comedy|science-fiction-fantasy|humor|funny|mystery|science-fiction|european-literature|british-literature|novels
4.33,1639,0441015832,good_reads:book,https://www.goodreads.com/author/show/21748.Ilona_Andrews,2008,dir15/1811543.Magic_Burns.html,32960,"Magic Burns (Kate Daniels, #2)",Ilona_Andrews,fantasy|urban-fantasy|fantasy|fantasy|paranormal|paranormal|vampires|fantasy|magic|romance|romance|paranormal-romance|paranormal|shapeshifters|adult|shapeshifters|werewolves
3.83,3369,0743272498,good_reads:book,https://www.goodreads.com/author/show/9987.Philippa_Gregory,2005,dir15/16181.The_Constant_Princess.html,90460,"The Constant Princess (The Tudor Court, #1)",Philippa_Gregory,historical-fiction|fiction|romance|european-literature|british-literature|adult|romance|historical-romance|adult-fiction|womens-fiction|chick-lit|book-club|cultural|spain
3.86,5403,0312199430,good_reads:book,https://www.goodreads.com/author/show/18854.Jim_Fergus,1998,dir15/33512.One_Thousand_White_Women.html,61273,One Thousand White Women,Jim_Fergus,historical-fiction|book-club|fiction|adult|western|adult-fiction|adventure|womens|novels|literature|american
3.8,539,0486275485,good_reads:book,https://www.goodreads.com/author/show/973.Euripides,-431,dir15/752900.Medea.html,29858,Medea,Euripides,classics|plays|drama|fiction|fantasy|mythology|academic|school|plays|theatre|literature|tragedy|academic|read-for-school
4.18,1932,1481200577,good_reads:book,https://www.goodreads.com/author/show/4951964.Shelly_Crane,2011,dir15/16282066-significance.html,26015,"Significance (Significance, #1)",Shelly_Crane,fantasy|paranormal|young-adult|romance|fantasy|romance|paranormal-romance|fantasy|supernatural|fantasy|magic|new-adult|contemporary|young-adult|young-adult-paranormal
4.24,5506,,good_reads:book,https://www.goodreads.com/author/show/699143.J_Lynn,2013,dir15/17314430-wait-for-you.html,69815,"Wait for You (Wait for You, #1)",J_Lynn,sociology|abuse|womens-fiction|chick-lit|adult|young-adult|fiction|realistic-fiction|love|humor|funny|young-adult|young-adult-romance|new-adult
4.06,1579,0060725117,good_reads:book,https://www.goodreads.com/author/show/11654.Meg_Cabot,2000,dir15/187811.Shadowland.html,39862,"Shadowland (The Mediator, #1)",Meg_Cabot,young-adult|fantasy|paranormal|fantasy|paranormal|ghosts|romance|fantasy|supernatural|fiction|womens-fiction|chick-lit|young-adult|teen|mystery
4.09,1047,0679744479,good_reads:book,https://www.goodreads.com/author/show/9399.Jeanette_Winterson,1992,dir15/15054.Written_on_the_Body.html,14496,Written on the Body,Jeanette_Winterson,fiction|glbt|queer|glbt|contemporary|literature|novels|romance|glbt|lesbian|literary-fiction|european-literature|british-literature
4.04,82,193938365X,good_reads:book,https://www.goodreads.com/author/show/7722020.Simon_W_Clark,2013,dir15/20388847-the-book-of-occult.html,119,The Book of Occult,Simon_W_Clark,horror|thriller|mystery
3.77,1408,0439321611,good_reads:book,https://www.goodreads.com/author/show/1077326.J_K_Rowling,2000,dir15/111450.Quidditch_Through_the_Ages.html,64078,Quidditch Through the Ages,J_K_Rowling,fantasy|young-adult|fiction|childrens|fantasy|magic|science-fiction-fantasy|european-literature|british-literature|humor|childrens|middle-grade|short-stories
4.36,1040,0312992424,good_reads:book,https://www.goodreads.com/author/show/4430.Sherrilyn_Kenyon,2004,dir15/84151.Night_Play.html,34134,"Night Play (Were-Hunter, #1)",Sherrilyn_Kenyon,romance|paranormal-romance|fantasy|paranormal|romance|fantasy|paranormal|vampires|fantasy|urban-fantasy|paranormal|shapeshifters|adult|fantasy|mythology|fiction
3.88,5184,0743496744,good_reads:book,https://www.goodreads.com/author/show/7128.Jodi_Picoult,2007,dir15/1609451.Change_of_Heart.html,70348,Change of Heart,Jodi_Picoult,fiction|womens-fiction|chick-lit|contemporary|drama|adult-fiction|book-club|adult|realistic-fiction|novels|religion
3.94,1211,0156027607,good_reads:book,https://www.goodreads.com/author/show/10991.Stanis_aw_Lem,1961,dir15/95558.Solaris.html,29113,Solaris,Stanis_aw_Lem,science-fiction|science-fiction-fantasy|literature|fiction|novels|speculative-fiction|classics|mystery|space|european-literature|polish-literature
4.15,826,0861661419,good_reads:book,https://www.goodreads.com/author/show/3961.Alan_Moore,1994,dir15/23529.From_Hell.html,19779,From Hell,Alan_Moore,sequential-art|graphic-novels|sequential-art|comics|horror|fiction|historical-fiction|graphic-novels-comics|mystery|crime|comics|comic-book|mystery|sequential-art|comix
3.99,1710,0061668060,good_reads:book,https://www.goodreads.com/author/show/2096360.Aprilynne_Pike,2009,dir15/6801582-spells.html,27913,"Spells (Wings, #2)",Aprilynne_Pike,fantasy|young-adult|paranormal|fairies|romance|fantasy|paranormal|fantasy|magic|fairies|fae|romance|paranormal-romance|fiction|fantasy|urban-fantasy
3.85,1116,0385339607,good_reads:book,https://www.goodreads.com/author/show/721.John_Grisham,1995,dir15/5349.The_Rainmaker.html,106078,The Rainmaker,John_Grisham,fiction|mystery|thriller|suspense|thriller|legal-thriller|mystery|crime|thriller|mystery-thriller|law|adult-fiction|drama
4.08,1600,015626224X,good_reads:book,https://www.goodreads.com/author/show/3706.George_Orwell,1933,dir15/393199.Down_and_Out_in_Paris_and_London.html,25179,Down and Out in Paris and London,George_Orwell,fiction|classics|travel|literature|cultural|france|politics|european-literature|british-literature|novels|literature|20th-century|biography-memoir
4.3,605,0007158505,good_reads:book,https://www.goodreads.com/author/show/61105.Dr_Seuss,1961,dir15/105549.The_Sneetches_and_Other_Stories.html,42075,The Sneetches and Other Stories,Dr_Seuss,childrens|childrens|picture-books|fiction|classics|poetry
4.34,2279,1606410423,good_reads:book,https://www.goodreads.com/author/show/25052.Brandon_Mull,2009,dir15/5217282-secrets-of-the-dragon-sanctuary.html,44651,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",Brandon_Mull,fantasy|young-adult|fiction|adventure|fantasy|magic|fantasy|dragons|childrens|childrens|middle-grade|science-fiction-fantasy|young-adult|young-adult-fantasy
4.27,1906,1416940901,good_reads:book,https://www.goodreads.com/author/show/2821144.Ellen_Hopkins,2007,dir15/270804.Glass.html,38879,"Glass (Crank, #2)",Ellen_Hopkins,young-adult|poetry|fiction|realistic-fiction|contemporary|young-adult|teen|romance|sociology|abuse|drama|young-adult|high-school
3.85,910,0451187849,good_reads:book,https://www.goodreads.com/author/show/432.Ayn_Rand,1936,dir15/668.We_the_Living.html,17542,We the Living,Ayn_Rand,fiction|classics|philosophy|literature|historical-fiction|politics|cultural|russia|novels|science-fiction|dystopia|adult
3.78,833,0553382616,good_reads:book,https://www.goodreads.com/author/show/861.Jean_M_Auel,2002,dir15/46544.The_Shelters_of_Stone.html,27301,"The Shelters of Stone (Earth's Children, #5)",Jean_M_Auel,historical-fiction|fiction|fantasy|romance|historical-fiction|prehistoric|adventure|adult|adult-fiction|romance|historical-romance|novels
3.95,64,,good_reads:book,https://www.goodreads.com/author/show/6533979.Riley_Banks,2013,dir15/17673620-vampire-origins---project-ichorous.html,128,Vampire Origins - Project Ichorous (The Strigoi #1),Riley_Banks,fantasy|paranormal|vampires|fantasy|paranormal|young-adult|fantasy|supernatural|horror|fantasy|magic|romance|gothic
3.81,2336,0099448475,good_reads:book,https://www.goodreads.com/author/show/3354.Haruki_Murakami,1999,dir15/9557.Sputnik_Sweetheart.html,45244,Sputnik Sweetheart,Haruki_Murakami,cultural|japan|asian-literature|japanese-literature|magical-realism|contemporary|romance|fiction|literature|novels|mystery|cultural|asia
3.76,5515,0060393491,good_reads:book,https://www.goodreads.com/author/show/3505.Wally_Lamb,2007,dir15/3086160-the-hour-i-first-believed.html,39889,The Hour I First Believed,Wally_Lamb,fiction|book-club|historical-fiction|contemporary|adult-fiction|adult|drama|novels|literary-fiction|literature
3.87,4228,0385732538,good_reads:book,https://www.goodreads.com/author/show/2493.Lois_Lowry,2004,dir15/12930.Messenger.html,50899,"Messenger (The Giver, #3)",Lois_Lowry,young-adult|science-fiction|dystopia|fiction|fantasy|science-fiction|childrens
4.2,313,0571139612,good_reads:book,https://www.goodreads.com/author/show/22515.Mario_Vargas_Llosa,1981,dir15/53925.The_War_of_the_End_of_the_World.html,3754,The War of the End of the World,Mario_Vargas_Llosa,fiction|historical-fiction|literature|novels|war|cultural|latin-american|cultural|brazil|literature|latin-american-literature|nobel-prize|classics
3.99,1185,0671250671,good_reads:book,https://www.goodreads.com/author/show/3061.M_Scott_Peck,1978,dir15/347852.The_Road_Less_Traveled.html,43693,The Road Less Traveled,M_Scott_Peck,psychology|non-fiction|spirituality|philosophy|self-help|inspirational|religion
4.12,781,0679800034,good_reads:book,https://www.goodreads.com/author/show/61105.Dr_Seuss,1954,dir15/7779.Horton_Hears_a_Who_.html,58455,Horton Hears a Who!,Dr_Seuss,childrens|childrens|picture-books|fiction|classics|poetry|fantasy|kids|animals|humor|childrens|juvenile
4.3,2019,0393316041,good_reads:book,https://www.goodreads.com/author/show/1429989.Richard_P_Feynman,1985,dir15/5544.Surely_You_re_Joking_Mr_Feynman_.html,56631,"Surely You're Joking, Mr. Feynman!",Richard_P_Feynman,science|non-fiction|biography|science|physics|autobiography|memoir|humor|biography|autobiography|history|biography-memoir|science|popular-science
4.03,21807,1400052173,good_reads:book,https://www.goodreads.com/author/show/2940640.Rebecca_Skloot,2010,dir15/6493208-the-immortal-life-of-henrietta-lacks.html,223881,The Immortal Life of Henrietta Lacks,Rebecca_Skloot,non-fiction|book-club|science|biography|history|health|medicine|medical
3.67,885,0393960420,good_reads:book,https://www.goodreads.com/author/show/8987.Theodore_Dreiser,1900,dir15/126609.Sister_Carrie.html,21129,Sister Carrie,Theodore_Dreiser,classics|fiction|literature|literature|american|historical-fiction|novels
4.23,3305,0061974587,good_reads:book,https://www.goodreads.com/author/show/3380908.Pittacus_Lore,2012,dir15/12971616-the-rise-of-nine.html,41120,"The Rise of Nine (Lorien Legacies, #3)",Pittacus_Lore,young-adult|fantasy|science-fiction|science-fiction|aliens|fiction|adventure|fantasy|paranormal|action|romance|young-adult|teen
3.95,836,0141439963,good_reads:book,https://www.goodreads.com/author/show/239579.Charles_Dickens,1857,dir15/31250.Little_Dorrit.html,23749,Little Dorrit,Charles_Dickens,fiction|classics|literature|literature|19th-century|historical-fiction|european-literature|british-literature
4.13,1956,0425212866,good_reads:book,https://www.goodreads.com/author/show/71688.Nalini_Singh,2006,dir15/178476.Slave_to_Sensation.html,30254,"Slave to Sensation (Psy-Changeling, #1)",Nalini_Singh,fantasy|paranormal|romance|romance|paranormal-romance|fantasy|urban-fantasy|paranormal|shapeshifters|adult|fantasy|science-fiction|fiction
4.18,5016,0670021458,good_reads:book,https://www.goodreads.com/author/show/6542440.Elif_Shafak,2009,dir15/6642715-the-forty-rules-of-love.html,29859,The Forty Rules of Love,Elif_Shafak,fiction|novels|asian-literature|turkish-literature|historical-fiction|cultural|turkish|romance
4.13,3506,0765350378,good_reads:book,https://www.goodreads.com/author/show/38550.Brandon_Sanderson,2005,dir15/68427.Elantris.html,48593,"Elantris (Elantris, #1)",Brandon_Sanderson,fantasy|fiction|fantasy|epic-fantasy|science-fiction-fantasy|fantasy|high-fantasy|fantasy|magic|science-fiction|romance|adult|epic
3.9,2907,0142401757,good_reads:book,https://www.goodreads.com/author/show/2987.Sarah_Dessen,2000,dir15/4325.Dreamland.html,50612,Dreamland,Sarah_Dessen,young-adult|romance|contemporary|realistic-fiction|womens-fiction|chick-lit|fiction|young-adult|teen|sociology|abuse
4.34,760,9799731232,good_reads:book,https://www.goodreads.com/author/show/101823.Pramoedya_Ananta_Toer,1975,dir15/1398034.Bumi_Manusia.html,6537,"Bumi Manusia (Tetralogi Buru, #1)",Pramoedya_Ananta_Toer,fiction|asian-literature|indonesian-literature|historical-fiction|literature|classics|cultural|asia|romance|novels|adult|roman
3.84,1320,0064400565,good_reads:book,https://www.goodreads.com/author/show/988142.E_B_White,1945,dir15/138959.Stuart_Little.html,63652,Stuart Little,E_B_White,childrens|fiction|classics|fantasy|young-adult|animals|childrens|juvenile|adventure|childrens|middle-grade|childrens|chapter-books
4.31,374,0140187723,good_reads:book,https://www.goodreads.com/author/show/1240.Jack_London,1909,dir15/929782.Martin_Eden.html,7638,Martin Eden,Jack_London,classics|fiction|literature|american|literature|novels|literature|20th-century|adventure|historical-fiction|roman|adult
3.93,3944,1423116399,good_reads:book,https://www.goodreads.com/author/show/56224.Ally_Carter,2010,dir15/6574102-heist-society.html,58089,"Heist Society (Heist Society, #1)",Ally_Carter,young-adult|mystery|contemporary|romance|adventure|fiction|young-adult|teen|womens-fiction|chick-lit|realistic-fiction|mystery|crime
4.13,636,0060264802,good_reads:book,https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,1943,dir15/77770.These_Happy_Golden_Years.html,33545,These Happy Golden Years (Little House #8),Laura_Ingalls_Wilder,historical-fiction|classics|childrens|fiction|young-adult|romance|childrens|juvenile|childrens|chapter-books|family|kids
3.8,1821,,good_reads:book,https://www.goodreads.com/author/show/3408349.Lili_St_Crow,2009,dir15/6006518-strange-angels.html,28611,"Strange Angels (Strange Angels, #1)",Lili_St_Crow,paranormal|vampires|fantasy|young-adult|fantasy|urban-fantasy|shapeshifters|werewolves|fantasy|supernatural|fantasy|paranormal|horror|zombies|romance|paranormal|angels
4.06,1063,0515134503,good_reads:book,https://www.goodreads.com/author/show/9550.Laurell_K_Hamilton,2000,dir15/190361.Obsidian_Butterfly.html,43864,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell_K_Hamilton,fantasy|urban-fantasy|paranormal|vampires|fantasy|paranormal|fantasy|horror|romance|paranormal-romance|romance|fiction|fantasy|supernatural|shapeshifters|werewolves
4.02,207,082221900X,good_reads:book,https://www.goodreads.com/author/show/877884.David_Fishelson,2003,dir15/17689.Franz_Kafka_s_The_Castle.html,16000,Franz Kafka's The Castle,David_Fishelson,fiction|classics|literature|philosophy|european-literature|german-literature|novels|european-literature|czech-literature|classics|classic-literature|literary-fiction|horror
4.15,11103,1439153663,good_reads:book,https://www.goodreads.com/author/show/3067074.Kathleen_Grissom,2010,dir15/6837103-the-kitchen-house.html,102625,The Kitchen House,Kathleen_Grissom,historical-fiction|book-club|fiction|adult-fiction|adult|american|southern|novels|drama|cultural|african-american|literary-fiction
4.22,2431,1590388984,good_reads:book,https://www.goodreads.com/author/show/25052.Brandon_Mull,2008,dir15/2146957.Grip_of_the_Shadow_Plague.html,52069,"Grip of the Shadow Plague (Fablehaven, #3)",Brandon_Mull,fantasy|young-adult|fiction|adventure|fantasy|magic|childrens|childrens|middle-grade|childrens|juvenile|science-fiction-fantasy|young-adult|young-adult-fantasy
3.94,592,0765308703,good_reads:book,https://www.goodreads.com/author/show/8726.Richard_Matheson,1977,dir15/33555.What_Dreams_May_Come.html,6323,What Dreams May Come,Richard_Matheson,fiction|fantasy|romance|horror|death|science-fiction|fantasy|paranormal|literature|american|contemporary|spirituality
4.11,788,081257639X,good_reads:book,https://www.goodreads.com/author/show/3441.Terry_Goodkind,2000,dir15/121127.Faith_of_the_Fallen.html,40597,"Faith of the Fallen (Sword of Truth, #6)",Terry_Goodkind,fantasy|fiction|fantasy|epic-fantasy|science-fiction-fantasy|fantasy|high-fantasy|fantasy|magic|epic|romance|adventure|adult
3.87,623,0006178731,good_reads:book,https://www.goodreads.com/author/show/9068.Sidney_Sheldon,1980,dir15/43328.Rage_of_Angels.html,21239,Rage of Angels,Sidney_Sheldon,fiction|thriller|mystery|romance|suspense|thriller|mystery-thriller|mystery|crime|novels|drama|contemporary
4.07,2606,0385495226,good_reads:book,https://www.goodreads.com/author/show/9996.Richard_Preston,1993,dir15/16213.The_Hot_Zone.html,50358,The Hot Zone,Richard_Preston,non-fiction|science|history|medical|health|medicine|thriller|horror|health|cultural|africa|science|biology
4.01,7121,0525423281,good_reads:book,https://www.goodreads.com/author/show/3095893.Stephanie_Perkins,2011,dir15/9961796-lola-and-the-boy-next-door.html,64404,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie_Perkins,realistic-fiction|fiction|young-adult|contemporary|young-adult|teen|romance|romance|contemporary-romance|young-adult|high-school|humor|funny|family
3.96,3139,014240165X,good_reads:book,https://www.goodreads.com/author/show/32590.Anthony_Horowitz,2000,dir15/136782.Stormbreaker.html,51285,"Stormbreaker (Alex Rider, #1)",Anthony_Horowitz,young-adult|adventure|mystery|fiction|action|spy-thriller|espionage|thriller|young-adult|teen|childrens|realistic-fiction
3.92,389,000726349X,good_reads:book,https://www.goodreads.com/author/show/426944.T_H_White,1938,dir15/3866788-sword-in-the-stone.html,12357,Sword in the Stone,T_H_White,fantasy|classics|fiction|young-adult|mythology|arthurian|historical-fiction|childrens|fantasy|mythology|adventure|historical-fiction|medieval
4.24,1662,0312593554,good_reads:book,https://www.goodreads.com/author/show/4430.Sherrilyn_Kenyon,2002,dir15/6944032-night-pleasures.html,46444,"Night Pleasures (Dark-Hunter, #1)",Sherrilyn_Kenyon,romance|paranormal-romance|fantasy|paranormal|romance|paranormal|vampires|fantasy|fantasy|urban-fantasy|adult|fantasy|mythology|fantasy|supernatural|fiction
4.29,2927,9770907375,good_reads:book,https://www.goodreads.com/author/show/1446194._,1994,dir15/3438000.html,14789,Ø«ÙØ§Ø«ÙØ© ØºØ±ÙØ§Ø·Ø©,_,novels|historical-fiction
4.16,1583,006117758X,good_reads:book,https://www.goodreads.com/author/show/13275.Charles_Bukowski,1982,dir15/38501.Ham_on_Rye.html,40074,Ham on Rye,Charles_Bukowski,fiction|classics|literature|novels|literature|american|contemporary|young-adult|coming-of-age
4.07,2144,055381706X,good_reads:book,https://www.goodreads.com/author/show/18149.Tess_Gerritsen,2001,dir15/32263.The_Surgeon.html,60129,The Surgeon (Rizzoli & Isles #1),Tess_Gerritsen,mystery|mystery|crime|thriller|fiction|suspense|thriller|mystery-thriller|mystery|detective|adult|mystery|murder-mystery|medical
4.63,194,0439249546,good_reads:book,https://www.goodreads.com/author/show/1077326.J_K_Rowling,1999,dir15/99298.The_Harry_Potter_Collection.html,26005,"The Harry Potter Collection (Harry Potter, #1-4)",J_K_Rowling,fantasy|fiction|young-adult|fantasy|magic|childrens|adventure|science-fiction-fantasy|classics|fantasy|paranormal|paranormal|witches
4.02,1155,0064408671,good_reads:book,https://www.goodreads.com/author/show/988142.E_B_White,1970,dir15/24335.The_Trumpet_of_the_Swan.html,38424,The Trumpet of the Swan,E_B_White,childrens|classics|fiction|young-adult|fantasy|animals|childrens|juvenile|childrens|middle-grade|childrens|chapter-books|academic|school
4.31,885,0060513098,good_reads:book,https://www.goodreads.com/author/show/435477.Shel_Silverstein,1996,dir15/30120.Falling_Up.html,84662,Falling Up,Shel_Silverstein,poetry|childrens|humor|fiction|classics|young-adult|childrens|picture-books|childrens|juvenile|kids|humor|comedy
4.01,28,1937085732,good_reads:book,https://www.goodreads.com/author/show/3433502.Lindsay_Anne_Kendal,2011,dir15/11733898-torment.html,284,"Torment (Bloodlines, #2)",Lindsay_Anne_Kendal,paranormal|vampires|fantasy|paranormal|young-adult|horror|fantasy|romance|paranormal|witches|paranormal|angels|fantasy|magic|paranormal|demons
4.05,10,,good_reads:book,https://www.goodreads.com/author/show/3433502.Lindsay_Anne_Kendal,2013,dir15/11733930-revelations.html,227,"Revelations (Bloodlines, #3)",Lindsay_Anne_Kendal,paranormal|vampires|young-adult|fantasy|paranormal|horror|fantasy|romance|paranormal|angels|romance|paranormal-romance
3.82,1914,1841954314,good_reads:book,https://www.goodreads.com/author/show/16272.Michel_Faber,2002,dir15/40200.The_Crimson_Petal_and_the_White.html,21374,The Crimson Petal and the White,Michel_Faber,historical-fiction|fiction|romance|european-literature|british-literature|adult|book-club|novels|literary-fiction|literature|19th-century|literature
3.46,1936,9504915248,good_reads:book,https://www.goodreads.com/author/show/566.Paulo_Coelho,1990,dir15/68591.Brida.html,37418,Brida,Paulo_Coelho,fiction|novels|philosophy|spirituality|fantasy|romance|inspirational
4.23,1368,0743457269,good_reads:book,https://www.goodreads.com/author/show/28574.Jude_Deveraux,1989,dir15/73385.A_Knight_in_Shining_Armor.html,21960,A Knight in Shining Armor,Jude_Deveraux,romance|romance|historical-romance|science-fiction|time-travel|historical-fiction|fiction|fantasy|historical-fiction|medieval|romance|time-travel-romance|fantasy|paranormal|contemporary
3.97,2622,,good_reads:book,https://www.goodreads.com/author/show/4872191.Abbi_Glines,2011,dir15/13223520-existence.html,38616,"Existence (Existence Trilogy, #1)",Abbi_Glines,fantasy|paranormal|young-adult|romance|fantasy|romance|paranormal-romance|fantasy|supernatural|paranormal|ghosts|fantasy|urban-fantasy|paranormal|angels|death
3.95,1104,0007157169,good_reads:book,https://www.goodreads.com/author/show/1069006.C_S_Lewis,1944,dir15/100924.Perelandra.html,22507,"Perelandra (Space Trilogy, #2)",C_S_Lewis,science-fiction|fiction|fantasy|christian|classics|christian-fiction|science-fiction-fantasy|religion|religion|christianity|adventure
4.23,961,0394757688,good_reads:book,https://www.goodreads.com/author/show/1377.Raymond_Chandler,1953,dir15/2054.The_Long_Goodbye.html,16460,The Long Goodbye,Raymond_Chandler,mystery|fiction|mystery|crime|mystery|noir|classics|mystery|detective|novels|mystery|hard-boiled|thriller|thriller|mystery-thriller
3.5,3897,0679734775,good_reads:book,https://www.goodreads.com/author/show/13234.Sandra_Cisneros,1984,dir15/139253.The_House_on_Mango_Street.html,57592,The House on Mango Street,Sandra_Cisneros,young-adult|classics|academic|school|short-stories|literature|academic|read-for-school|realistic-fiction|poetry|young-adult|coming-of-age|novels
4.16,4061,,good_reads:book,https://www.goodreads.com/author/show/6576110.Jodi_Ellen_Malpas,2012,dir15/16140036-this-man.html,57946,"This Man (This Man, #1)",Jodi_Ellen_Malpas,romance|adult-fiction|erotica|romance|contemporary-romance|contemporary|adult|erotica|bdsm|romance|erotic-romance|new-adult|fiction|love
4.33,796,0751503894,good_reads:book,https://www.goodreads.com/author/show/2934.Noah_Gordon,1986,dir15/4692.The_Physician.html,14403,"The Physician (Cole Family Trilogy, #1)",Noah_Gordon,historical-fiction|fiction|historical-fiction|medieval|adventure|novels|health|medicine|medical|romance|fantasy|european-literature|german-literature
4.05,1794,0060741872,good_reads:book,https://www.goodreads.com/author/show/21475.Pat_Frank,1959,dir15/38169.Alas_Babylon.html,21048,"Alas, Babylon",Pat_Frank,fiction|science-fiction|apocalyptic|post-apocalyptic|classics|science-fiction|apocalyptic|science-fiction|dystopia|adventure|survival|literature|science-fiction-fantasy|academic|school
4.13,664,0374266514,good_reads:book,https://www.goodreads.com/author/show/1388082.Jostein_Gaarder,1990,dir15/48318.The_Solitaire_Mystery.html,11397,The Solitaire Mystery,Jostein_Gaarder,fiction|philosophy|fantasy|novels|young-adult|mystery|contemporary|european-literature|scandinavian-literature|literature|childrens
4.63,276,0836204387,good_reads:book,https://www.goodreads.com/author/show/13778.Bill_Watterson,1995,dir16/24813.The_Calvin_and_Hobbes_Tenth_Anniversary_Book.html,42833,The Calvin and Hobbes Tenth Anniversary Book,Bill_Watterson,sequential-art|comics|humor|fiction|sequential-art|graphic-novels|comics|comic-book|humor|comedy|sequential-art|comic-strips|graphic-novels-comics|humor|funny|childrens
4.17,1114,0141186356,good_reads:book,https://www.goodreads.com/author/show/10427.James_Baldwin,1956,dir16/38462.Giovanni_s_Room.html,15715,Giovanni's Room,James_Baldwin,fiction|classics|glbt|glbt|queer|glbt|gay|literature|novels|cultural|african-american|literature|american|romance
4.05,2310,0316905712,good_reads:book,https://www.goodreads.com/author/show/5816.Darren_Shan,2000,dir16/8962.A_Living_Nightmare.html,31233,"A Living Nightmare (Cirque Du Freak, #1)",Darren_Shan,fantasy|young-adult|paranormal|vampires|horror|fantasy|paranormal|fiction|fantasy|supernatural|fantasy|urban-fantasy|adventure|young-adult|teen
3.76,2456,0812968972,good_reads:book,https://www.goodreads.com/author/show/15830.Sarah_Dunant,2003,dir16/28078.The_Birth_of_Venus.html,61301,The Birth of Venus,Sarah_Dunant,historical-fiction|fiction|cultural|italy|book-club|art|romance|adult-fiction|adult
4.21,820,0151010269,good_reads:book,https://www.goodreads.com/author/show/3706.George_Orwell,1945,dir16/5472.Animal_Farm_1984.html,66847,Animal Farm / 1984,George_Orwell,classics|fiction|science-fiction|literature|science-fiction|dystopia|politics|fantasy|novels|academic|school|philosophy
4.71,62,,good_reads:book,https://www.goodreads.com/author/show/6521036.J_K_Accinni,2013,dir16/17936909-evil-among-us.html,190,"Evil Among Us (Species Intervention #6609, #5)",J_K_Accinni,horror|science-fiction|aliens|fantasy|science-fiction|fantasy|paranormal|science-fiction|dystopia
3.79,1872,048627263X,good_reads:book,https://www.goodreads.com/author/show/3093075.Edwin_A_Abbott,1884,dir16/433567.Flatland.html,25302,Flatland,Edwin_A_Abbott,science-fiction|science|mathematics|classics|literature|fiction|novels|science|physics
4.12,2837,0807083690,good_reads:book,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,1979,dir16/60931.Kindred.html,24313,Kindred,Octavia_E_Butler,fiction|historical-fiction|fantasy|book-club|cultural|african-american|science-fiction|science-fiction-fantasy|speculative-fiction|adult
4.06,12927,034552554X,good_reads:book,https://www.goodreads.com/author/show/4537214.Vanessa_Diffenbaugh,2011,dir16/10032672-the-language-of-flowers.html,92089,The Language of Flowers,Vanessa_Diffenbaugh,fiction|book-club|romance|contemporary|adult-fiction|adult|womens-fiction|chick-lit|realistic-fiction|young-adult|novels
4.05,1207,0330491237,good_reads:book,https://www.goodreads.com/author/show/4.Douglas_Adams,1984,dir16/8698.So_Long_and_Thanks_for_All_the_Fish.html,73279,"So Long, and Thanks for All the Fish (Hitchhiker's Guide, #4)",Douglas_Adams,science-fiction|fiction|humor|fantasy|humor|comedy|science-fiction-fantasy|humor|funny|classics|adventure|novels
4.23,1130,1591826039,good_reads:book,https://www.goodreads.com/author/show/26306.Natsuki_Takaya,1999,dir16/271199.Fruits_Basket_Volume_01.html,78092,"Fruits Basket, Volume 01",Natsuki_Takaya,sequential-art|manga|fantasy|sequential-art|graphic-novels|romance|young-adult|sequential-art|comics|media-tie-in|anime|fiction|manga|shojo
